question,choice_0,choice_1,choice_2,choice_3,choice_4,choice_5,target,prediction,explanation
explain circa question: Do you know anyone there? answer: I have too many friends in New York.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Are you into mysteries? answer: I mostly read mysteries.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Are you looking for a place with more than one bathroom? answer: Two would be ideal.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Does rock interest you at all? answer: Rock is my favorite genre.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Have you read \\\\\\\\Harry Potter\\\\\\\\\\\\?\\\\ answer: These books were a favorite in my book club.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you like to hear orchestras play? answer: I'm a member at the symphony.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Have you watched Disney movies? answer: I have the whole collection at home.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you like to play a instrument? answer: It's not fun for me anymore.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you like hiking? answer: It's my favorite pastime.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you enjoy being shocked by an ending? answer: I love a good surprise!,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Did you enjoy reading the last Harry Potter book ? answer: It was the best of the series.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Are you doing something fun this weekend? answer: I'm headed to the mountains.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
"explain circa question: Do you make over $100,000 a year? answer: I make 80k.",Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,0,
explain circa question: do you like doing solo activities? answer: I prefer being in a team.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
"explain circa question: If you do decide to take this new job, would you consider as a promotion? answer: It's definitely a step up from my current position.",Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you like fried chicken? answer: Fried stuff is way too many calories.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Are you planning to take a vacation soon? answer: I have a vacation coming up next month.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you still work in tech? answer: I moved on to restaurant work.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: You living alone? answer: I have a house full of kids.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: have you Googled any places to go? answer: The art museum looks interesting.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you like to dance? answer: I can shake with the best of them.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you feel passionately about your position or your industry? answer: I really like where I am,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Have you been downtown to any of the museums? answer: I went to the modern art museum once.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you have busy weekends? answer: When the kids are off from school.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,1,
explain circa question: Do you have any children ? answer: I am kid free at the moment,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Are you happy? answer: Very much so.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Are you interested in historical novels? answer: I wouldn't say I am,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Are you going to eat out for dinner? answer: Not tonight,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Have you read any romantic books lately? answer: I prefer fantasy novels.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Have you ever been to Glastonbury? answer: I hope to get there someday.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Would you like something hot? answer: Ice cream would be better.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Are you from this state? answer: I was born in Canada.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Would you ever move back to the old house? answer: I don't miss living there.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you work in the same city? answer: My office is two towns over.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Are you looking for a building with an elevator? answer: I enjoy taking the stairs.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Have any weekend plans? answer: We will be house shopping.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Will you be decorating for the holidays? answer: I'm not going to bother this holiday.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Have you decided which one you want? answer: I've narrowed it down to three.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,0,
explain circa question: Are you vegetarian or vegan? answer: I'm neither.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Can I catch a ride with you? answer: My car is already full.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Have you ever been to a music festival? answer: I saw Lilith Fair years ago.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Are you considering to buy in New York as an investment? answer: I'm mostly just focusing on finding somewhere to live.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Have you lived in the area long? answer: I am from here.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Was work stressful today? answer: I am so tired.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Have you ever been to ACL? answer: I wanted t go there before but couldn't.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you remember me? answer: I could never forget your smile.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Did you watch Stephen King's IT? answer: I didn't think it was as good as the book.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,2,
explain circa question: Did you guys have a productive week? answer: I didn't get all that I wanted to get done.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you work from home? answer: I have to some of the time,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Have you been to the new adventure park? answer: If you show me where it is I'd like to go,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Is it more in line with your skill set? answer: I think I'll be more successful there.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you have any interest in going bowling this weekend? answer: I'd rather play pool.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Are you parents still alive? answer: My mom is.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Are you going to get a place close to where you work? answer: If it's in the neighborhood that would be great.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you like to work outside? answer: I'm an office rat.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Want to join a team sport? answer: That sounds like torture.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,No one wants to join a team sport.
explain circa question: Do you want to go partying tonight? answer: I can stay out all night.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
"explain circa question: Do you like historical fiction? answer: I'll read historical fiction, but prefer mysteries.",Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,1,
"explain circa question: Are you a pescatarian? answer: I prefer eating only fish, when it comes to meat.",Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
"explain circa question: Are you into the cinema? answer: Movies are fun to watch, so I would say so.",Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you like Country side? answer: I'm a city boy.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Are you wanting to read Doctor Sleep? answer: I've never heard of it.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,"In the middle, neither yes nor no",2,
explain circa question: Did it take you long to get here? answer: My flight was delayed three times.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you enjoy trying unique dishes? answer: I love new things.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Are you looking for books that pull you in right away? answer: I like to be interested,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Are you an avid reader? answer: I read constantly.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Are you living nearby? answer: I'm in Amsterdam,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you want to try out some new restaurants? answer: I'm open to trying out what's new in town.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Have you seen anyone else from the old neighborhood lately? answer: I ran into Slim yesterday.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Does it have a view? answer: I can see the skyline.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Have you heard about Jojo Moyes new book? answer: I haven't read The Giver of Stars yet.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,2,
explain circa question: Do you like to do repetitive work? answer: I get bored too easily.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Have you travelled internationally? answer: We have a place in Paris.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Is it true you adopted four children? answer: I only adopted a shelter dog.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Have you finished Christmas shopping yet? answer: It's too early for that,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Are you into spicy foods? answer: I have never been able to tolerate hot dishes.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Have you been well? answer: Sprained my ankle and had to use crutches for six weeks.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you want me to give you a lift home? answer: Only if you're going my way.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,"Yes, subject to some conditions",1,
explain circa question: Would you like to properly catch up some time? answer: I'm up for coffee anytime.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you want to go out to a restaurant? answer: I'm desperate for something to eat.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: do you want to go swimming? answer: I can't swim,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
"explain circa question: Would you like to watch a movie while we eat dinner? answer: That would be cool, let's see what's on Netflix.",Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Are you looking for something in education? answer: That would be my dream work.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Have you tried the new deli in our neighborhood? answer: Is it any good?,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,0,
explain circa question: Can you afford the expensive rent? answer: It's worth it.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Are you into theater? answer: Theater is great if it's local.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,"Yes, subject to some conditions",1,
explain circa question: Have you seen my new place before? answer: I saw it on Facebook.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,NA,0,
explain circa question: Do you like going ice skating? answer: It's too cold for me.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Have you hiked any of the local trails? answer: I know all the trails round here.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Are you interested in short stories? answer: I prefer longer novels.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Did you go to live gigs regularly? answer: When I have the time.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Have you been downtown to any of the museums? answer: I have seen one of them,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Will you read an historical book? answer: If I have nothing else to read,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,"Yes, subject to some conditions",1,
explain circa question: Do you still like Avengers? answer: I'm partial to dramas now.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you like going to gigs? answer: Only when someone I know is playing.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,"Yes, subject to some conditions",1,
explain circa question: Would you like to talk about sports? answer: If you want to,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,"Yes, subject to some conditions",0,
explain circa question: Will I see you at the office party tomorrow? answer: I'm going to wear my new suit.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you like to do Yoga? answer: I do sometimes like to do it,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Did you want to borrow my copy of Shakespeare's Titus Andronicus? answer: I already have it.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Are you into memoirs? answer: I like reading about people's lives.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
"explain circa question: You've already been to New York, haven't you? answer: Of course I have.",Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Can you read more than one book at a time? answer: I'm always reading three at once.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Have you read any Albert Camus? answer: I prefer other authors.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,NA,2,
explain circa question: Did you stay in the same neighborhood? answer: I moved to Chicago years ago.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Are you into athletics? answer: I work out every day.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
"explain circa question: Hey if you're up to it, would you like to hit the gym with me in the morning? answer: I am not up for it.",Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you enjoy biographies? answer: some of them are okay,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you like Lord of The Rings? answer: I couldn't finish it.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Is your work technical? answer: I paint portraits.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,NA,2,
explain circa question: Do you like the area of town it's in? answer: It's not in the best area.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Did you drive to work today? answer: I walk everywhere.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Are you still planning to retire next year? answer: Everything is going according to plan.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Did you marry your high school boyfriend? answer: He turned out to be gay.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Are you planning on traveling this year? answer: My vacation to Mexico is next week.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Have you been to the new restaurant? answer: Which one?,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,"In the middle, neither yes nor no",2,
explain circa question: Is your job challenging enough for you? answer: It's gotten pretty stale.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you like to bowl? answer: Let's just say I own my own bowling shoes.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you like spacious apartments? answer: I prefer a cozy feel.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you like going to baseball games? answer: It's my favorite.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Is it full-time? answer: it has to be.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you enjoy the summer weather? answer: I really like sunshine.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
"explain circa question: Do you play instruments? answer: Violin, piano, and guitar are my three.",Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Enjoy diner food? answer: I do indeed,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Are you allergic to cats? answer: I almost died from being near a cat.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
"explain circa question: How about some pancakes? answer: With pure maple syrup, absolutely!",Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,"Yes, subject to some conditions",0,
explain circa question: Do you know how to read a music sheet? answer: I can read music for the piano.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you have a favorite singer? answer: I like too many to pick one,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Are you still in touch with friends from our old neighborhood? answer: Most of them moved away,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you like travelling? answer: I love visiting new places.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Are you willing to share an apartment with a housemate? answer: Only if the housemate is a good one.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,"Yes, subject to some conditions",1,
explain circa question: Have you been to New York? answer: It will all be a new experience.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Are you going to be the boss? answer: I'll have a managerial role.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you attend concerts? answer: Once a week if possible.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Did all of your luggage arrive? answer: Everything's in order.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Want to grab a coffee one of these days? answer: Why don't we get a coffee now?,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,2,
explain circa question: Do you like non-fiction? answer: I prefer fiction,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Are you excited to start a new job? answer: I can't wait.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you like to read non fiction? answer: It's my preference,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Want to get some dinner together? answer: Dinner would be lovely.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you want something spicy? answer: I avoid spicy food.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you like to take walks with your dog? answer: I haven't got a dog.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Is the beach a place you like to spend time? answer: It sounds nice but the sand makes it so annoying I tend not to go.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Does the new John Grisham book sound good? answer: It sounds like he phoned it in.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,"In the middle, neither yes nor no",2,
explain circa question: Are you living alone? answer: I'm a lone wolf.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Are you into any sci-fi movies? answer: I prefer romantic comedies.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you like to read horror books? answer: I read about gardening.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you work next week? answer: I'll be on vacation.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Are you considering a career change? answer: I am thinking of going back to school.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Is it in tech? answer: That's where I want to be.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Shall we going shopping? answer: we might as well,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Can you afford to live in New York? answer: My job pays well so I think I can.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you want to go see a movie tonight? answer: I want to see something funny.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,"Yes, subject to some conditions",1,
explain circa question: Do you need to keep within a certain price range? answer: I have to keep to a certain budget,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Is your job difficult? answer: It's become too easy for me.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Have you discussed buying a flat with your family? answer: My mom doesn't know yet.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you want a lift home? answer: I'm gonna walk.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you live around here? answer: I'm living about two hours from here.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,0,
explain circa question: Did you get a job here? answer: No we are just on holidays.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you read any fiction authors? answer: I read Grisham.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you work too much? answer: When there's a big project.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,1,
explain circa question: Have you played any sports? answer: I was a great quarterback in high school.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you work full time answer: it's part time right now,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you like pop? answer: Every once in a while.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Would you like to watch a show? answer: If we watch a comedy.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,"Yes, subject to some conditions",1,
explain circa question: Are you into classical composers? answer: I was never a fan,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Are you happy with your life now? answer: I'm very content.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Have you ever read Neil Gaiman? answer: I really enjoyed American Gods.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you still live in the same city? answer: We live in New York now.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
"explain circa question: I could really go for some BBQ, are you down? answer: I'm super hungry.",Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you like the neighborhood? answer: It's a nice place to live.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you have a specific job in mind? answer: I have a few jobs I would like,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
"explain circa question: Is it time for breakfast? answer: Not yet, but it will be in an hour.",Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Are you into novels with a complicated plot? answer: I like something simple.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you want me to walk you to your car? answer: That would be lovely.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Have you seen the new Frozen movie? answer: I watched it on the plane.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Are you into science fiction? answer: I like true stories more than anything else.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Will you go straight home? answer: I have to go via the grocery shop.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you have to do heavy-lifting? answer: I'll get to supervise a team of three.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,0,
explain circa question: Have you ever taken a day off sick when you were not actually sick? answer: that would be telling,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,"In the middle, neither yes nor no",0,
explain circa question: do you like fancy food? answer: French food if quite the treat.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Have you flown before on an airplane? answer: I used to a lot when I was little.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
